ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (g),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición
24,simple,J-0127,MEMOPARES INSTRUMENTOS MUSICALES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,12,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0127.jpg,,,,,,,,,0
25,simple,J-0128,MEMOPARES DE VOCALES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,13,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0128.jpg,,,,,,,,,0
26,simple,J-0129,MEMOPARES  ASOCIACION DE CUERPOS GEOMETRICOS,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,14,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0129.jpg,,,,,,,,,0
27,simple,J-0130,MEMOPARES ANIMALES GRANJA Y DERIVADOS,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,15,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0130.jpg,,,,,,,,,0
28,simple,J-0131,MEMOPARES ANIMALES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,16,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0131jpg,,,,,,,,,0
29,simple,J-0132,MEMORY GAME ANIMALS,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,17,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0132.jpg,,,,,,,,,0
30,simple,J-0133,MEMOPARES ASOCIACION MITADES ANIMALES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,18,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0133.jpg,,,,,,,,,0
31,simple,J-0134,MEMOPARES DE REFRANES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,19,3,0,0,,,,,1,,171.55,199,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0134.jpg,,,,,,,,,0
32,simple,J-0135,MEMOPARES AREAS Y SUPERFICIES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,20,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0135.jpg,,,,,,,,,0
33,simple,J-0136,MEMOPARES DE COLORES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,21,3,0,0,,,,,1,,107.76,125,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0136.jpg,,,,,,,,,0
34,simple,J-0139,MEMOPARES FRUTAS VERDURAS Y ANIMALES,1,0,visible,Juego de Memopares,Los memopares te ayudan a entrenar la memoria visual así como a potenciar las habilidades cognitivas. Mejora tu concentración y aumenta la memoria a corto plazo.,,,taxable,,1,22,3,0,0,,,,,1,,118.1,137,Memopares,Memopares,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0139.jpg,,,,,,,,,0
35,simple,J-0112,DOMINO ASOCIACION FIGURAS GEOMETRICAS,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,23,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0112.jpg,,,,,,,,,0
36,simple,J-0113,DOMINO ANIMALES DE LA SELVA,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,24,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0113.jpg,,,,,,,,,0
37,simple,J-0114,DOMINO JUGUETES,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,25,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0114.jpg,,,,,,,,,0
38,simple,J-0160,DOMINO ZOOBOLITAS ANIMALES DE LA SELVA,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,26,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0160.jpg,,,,,,,,,0
39,simple,J-0116,DOMINO PRENDAS DE VESTIR FOTO,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,27,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0116.jpg,,,,,,,,,0
40,simple,J-0119,DOMINO CIRCO,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,28,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0119.jpg,,,,,,,,,0
41,simple,J-0120,DOMINO UNIVERSO,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,29,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0120.jpg,,,,,,,,,0
42,simple,J-0121,DOMINO ABECEDARIO DE ASOCIACION,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,30,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0121.jpg,,,,,,,,,0
43,simple,J-0122,DOMINO TEXTO FRUTAS GRANDE,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,31,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0122.jpg,,,,,,,,,0
44,simple,J-0123,DOMINO ANIMALES DEL MAR,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,32,3,0,0,,,,,1,,150.86,175,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0123.jpg,,,,,,,,,0
45,simple,J-0124,DOMINO GIGANTE DE COLORES,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,33,3,0,0,,,,,1,,240.52,279,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0124.jpg,,,,,,,,,0
46,simple,J-0125,DOMINO GIGANTE DE COLORES AVES,1,0,visible,Juego de Domino,"Fomenta el control de la impulsividad y trabaja la capacidad de esperar, por lo que los niños aprenden a autocontrolarse.",,,taxable,,1,34,3,0,0,,,,,1,,240.52,279,Dominos,Dominos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0125.jpg,,,,,,,,,0
47,simple,J-0301,TABLERO ABECEDARIO CURSIVO,1,0,visible,,,,,taxable,,1,35,3,0,0,,,,,1,,131.03,152,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0301.jpg,,,,,,,,,0
48,simple,J-0306,TABLERO ABECEDARIO SCRIPT,1,0,visible,,,,,taxable,,1,36,3,0,0,,,,,1,,131.03,152,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0306.jpg,,,,,,,,,0
49,simple,J-0311,TABLERO ALFAMOVIL,1,0,visible,,,,,taxable,,1,37,3,0,0,,,,,1,,137.93,160,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0311.jpg,,,,,,,,,0
50,simple,J-0316,"TABLERO ASOCITAM ASOC. VOCALES,IMAG.,COLORES Y TAM",1,0,visible,,,,,taxable,,1,38,3,0,0,,,,,1,,133.62,155,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0316.jpg,,,,,,,,,0
51,simple,J-1301,TABLERO ESTADOS DE ANIMO,1,0,visible,,,,,taxable,,1,39,3,0,0,,,,,1,,141.38,164,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1301.jpg,,,,,,,,,0
52,simple,J-0328,TABLERO TABLA TLAX AL OCTAVO,1,0,visible,,,,,taxable,,1,40,3,0,0,,,,,1,,155.17,180,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0328.jpg,,,,,,,,,0
53,simple,J-1352,TABLERO LA GRANJA,1,0,visible,,,,,taxable,,1,41,3,0,0,,,,,1,,155.17,180,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1352.jpg,,,,,,,,,0
54,simple,J-0331,TABLERO LOGITAB 1 COLOR - FIGURA GEOMETRICA,1,0,visible,,,,,taxable,,1,42,3,0,0,,,,,1,,141.38,164,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0331.jpg,,,,,,,,,0
55,simple,J-0336,TABLERO LOGITAB 2 SECUENCIA COLOR - FIGURA,1,0,visible,,,,,taxable,,1,43,3,0,0,,,,,1,,141.38,164,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0336.jpg,,,,,,,,,0
56,simple,J-0341,TABLERO LOGITAB 3 SECUENCIA NIVELES DE LLENADO,1,0,visible,,,,,taxable,,1,44,3,0,0,,,,,1,,141.38,164,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0341.jpg,,,,,,,,,0
57,simple,J-0351,TABLERO MATEMOVIL,1,0,visible,,,,,taxable,,1,45,3,0,0,,,,,1,,160.34,186,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-0351.jpg,,,,,,,,,0
58,simple,J-1353,TABLERO LA FAMILIA,1,0,visible,,,,,taxable,,1,46,3,0,0,,,,,1,,149.14,173,Tableros,Tableros,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1353.jpg,,,,,,,,,0
59,simple,J-1180,GIROGRAFO ROMPECABEZAS PECES,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,47,3,0,0,,,,,1,,89.66,104,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1180.jpg,,,,,,,,,0
60,simple,J-1151,GIROGRAFO ODOMETRO,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,48,3,0,0,,,,,1,,95.69,111,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1151.jpg,,,,,,,,,0
61,simple,J-1156,GIROGRAFO ABECEDARIO MAYUSCULAS,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,49,3,0,0,,,,,1,,114.66,133,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1156.jpg,,,,,,,,,0
62,simple,J-1157,GIROGRAFO ABECEDARIO MINUSCULAS,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,50,3,0,0,,,,,1,,114.66,133,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1157.jpg,,,,,,,,,0
63,simple,J-1161,GIROGRAFO ASOCITAM,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,51,3,0,0,,,,,1,,137.93,160,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1161.jpg,,,,,,,,,0
64,simple,J-1166,GIROGRAFO LECTURA Y ESCRITURA,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,52,3,0,0,,,,,1,,125.86,146,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1166.jpg,,,,,,,,,0
65,simple,J-1171,GIROGRAFO ARITMETICO,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,53,3,0,0,,,,,1,,125.86,146,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1171.jpg,,,,,,,,,0
66,simple,J-1172,GIROGRAFO SECUENCIAS,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,54,3,0,0,,,,,1,,137.93,160,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1172.jpg,,,,,,,,,0
67,simple,J-1176,GIROGRAFO DE FRASES,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,55,3,0,0,,,,,1,,165.52,192,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1176.jpg,,,,,,,,,0
68,simple,J-1177,GIROGRAFO SOLER,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,56,3,0,0,,,,,1,,157.76,183,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1177.jpg,,,,,,,,,0
69,simple,J-1178,GIROGRAFO NUMEROS Y CONJUNTOS,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,57,3,0,0,,,,,1,,137.93,160,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1178.jpg,,,,,,,,,0
70,simple,J-1179,GIROGRAFO ROMPECABEZAS DRAGON,1,0,visible,Ordena las imagenes,"El niño podrá desarrollar su psicomotricidad y a la vez reforzará la práctica de ubicar las palabras, números y frases de acuerdo a sus órdenes.",,,taxable,,1,58,3,0,0,,,,,1,,125,145,Girografos,Girografos,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/J-1179.jpg,,,,,,,,,0
71,simple,B-0001-I,POSTER SISTEMA CIRCULATORIO,1,0,visible,,,,,taxable,,1,59,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0001-I.jpg,,,,,,,,,0
72,simple,B-0005-I,POSTER APARATO DIGESTIVO,1,0,visible,,,,,taxable,,1,60,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0005-I.jpg,,,,,,,,,0
73,simple,B-0009-I,POSTER SISTEMA URINARIO,1,0,visible,,,,,taxable,,1,61,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0009-I.jpg,,,,,,,,,0
74,simple,B-0013-I,,1,0,visible,,,,,taxable,,1,62,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0013-I.jpg,,,,,,,,,0
75,simple,B-0017-I,POSTER APARATO REPRODUCTOR MASCULINO,1,0,visible,,,,,taxable,,1,63,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0017-I.jpg,,,,,,,,,0
76,simple,B-0021-I,POSTER SISTEMA RESPIRATORIO,1,0,visible,,,,,taxable,,1,64,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0021-I.jpg,,,,,,,,,0
77,simple,B-0025-I,POSTER EL CEREBRO,1,0,visible,,,,,taxable,,1,65,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0025-I.jpg,,,,,,,,,0
78,simple,B-0029-I,POSTER CICLO MENSTRUAL,1,0,visible,,,,,taxable,,1,66,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0029-I.jpg,,,,,,,,,0
79,simple,B-0030-I,POSTER EL CORAZON,1,0,visible,,,,,taxable,,1,67,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0030-I.jpg,,,,,,,,,0
80,simple,B-0031-I,POSTER EMBARAZO,1,0,visible,,,,,taxable,,1,68,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0031-I.jpg,,,,,,,,,0
81,simple,B-0034-I,POSTER LOS DIENTES,1,0,visible,,,,,taxable,,1,69,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0034-I.jpg,,,,,,,,,0
82,simple,B-0035-I,POSTER PARTO,1,0,visible,,,,,taxable,,1,70,3,0,0,,,,,1,,42.24,49,Posters,Posters,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/B-0035-I.jpg,,,,,,,,,0
83,simple,H-0906,RESAQUE CON PERILLA BOMBEROS,1,0,visible,,,,,taxable,,1,71,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0906.jpg,,,,,,,,,0
84,simple,H-0911,RESAQUE CON PERILLA BOSQUE,1,0,visible,,,,,taxable,,1,72,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0911.jpg,,,,,,,,,0
85,simple,H-0916,RESAQUE CON PERILLA DINOSAURIOS,1,0,visible,,,,,taxable,,1,73,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0916.jpg,,,,,,,,,0
86,simple,H-0959,RESAQUE CON PERILLA VOCALES,1,0,visible,,,,,taxable,,1,74,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0959.jpg,,,,,,,,,0
87,simple,H-0931,RESAQUE CON PERILLA GRANJA Y DERIVADOS,1,0,visible,,,,,taxable,,1,75,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0931.jpg,,,,,,,,,0
