ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (g),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición
88,simple,H-0932,RESAQUE CON PERILLA INSTRUMENTOS MUSICALES,1,0,visible,,,,,taxable,,1,76,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0932.jpg,,,,,,,,,0
89,simple,H-0941,RESAQUE CON PERILLA POLO NORTE,1,0,visible,,,,,taxable,,1,77,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0941.jpg,,,,,,,,,0
90,simple,H-0946,RESAQUE CON PERILLA LA SELVA BOSQUE LLUVIOSO,1,0,visible,,,,,taxable,,1,78,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0946.jpg,,,,,,,,,0
91,simple,H-0947,RESAQUE CON PERILLA SABANA,1,0,visible,,,,,taxable,,1,79,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0947.jpg,,,,,,,,,0
92,simple,H-0956,RESAQUE CON PERILLA CIRCO,1,0,visible,,,,,taxable,,1,80,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0956.jpg,,,,,,,,,0
93,simple,H-0957,RESAQUE CON PERILLA VALORES EN LA ESCUELA,1,0,visible,,,,,taxable,,1,81,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0957.jpg,,,,,,,,,0
94,simple,H-0958,RESAQUE CON PERILLA NUMEROS DEL 0 AL 9,1,0,visible,,,,,taxable,,1,82,3,0,0,,,,,1,,100.86,117,Resaque con perilla,Resaque con perilla,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-0958.jpg,,,,,,,,,0
95,simple,H-3001,TREPADOR ARAÑA,1,0,visible,,,,,taxable,,1,83,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3001.jpg,,,,,,,,,0
96,simple,H-3004,TREPADOR ARDILLA,1,0,visible,,,,,taxable,,1,84,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3004.jpg,,,,,,,,,0
97,simple,H-3006,TREPADOR ASTRONAUTA NIÑA,1,0,visible,,,,,taxable,,1,85,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3006.jpg,,,,,,,,,0
98,simple,H-3007,TREPADOR ASTRONAUTA NIÑO,1,0,visible,,,,,taxable,,1,86,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3007.jpg,,,,,,,,,0
99,simple,H-3009,TREPADOR BOMBERO,1,0,visible,,,,,taxable,,1,87,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3009.jpg,,,,,,,,,0
100,simple,H-3011,TREPADOR CHANGO,1,0,visible,,,,,taxable,,1,88,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3011.jpg,,,,,,,,,0
101,simple,H-3014,TREPADOR GATO,1,0,visible,,,,,taxable,,1,89,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3014.jpg,,,,,,,,,0
102,simple,H-3017,TREPADOR HORMIGA,1,0,visible,,,,,taxable,,1,90,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3017.jpg,,,,,,,,,0
103,simple,H-3020,TREPADOR KOALA,1,0,visible,,,,,taxable,,1,91,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3020.jpg,,,,,,,,,0
104,simple,H-3023,TREPADOR LAGARTIJA,1,0,visible,,,,,taxable,,1,92,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3023.jpg,,,,,,,,,0
105,simple,H-3025,TREPADOR LIBELULA,1,0,visible,,,,,taxable,,1,93,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3025.jpg,,,,,,,,,0
106,simple,H-3027,TREPADOR MARIPOSA,1,0,visible,,,,,taxable,,1,94,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3027.jpg,,,,,,,,,0
107,simple,H-3030,TREPADOR MARIPOSA MONARCA,1,0,visible,,,,,taxable,,1,95,3,0,0,,,,,1,,89.66,104,Trepadores,Trepadores,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3030.jpg,,,,,,,,,0
108,simple,H-3101,FIGURA DE ENSARTE EL COCHE,1,0,visible,,,,,taxable,,1,96,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3101.jpg,,,,,,,,,0
109,simple,H-3102,FIGURA DE ENSARTE ARBOL DE NAVIDAD,1,0,visible,,,,,taxable,,1,97,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3102.jpg,,,,,,,,,0
110,simple,H-3103,FIGURA DE ENSARTE MANZANA CON GUSANO,1,0,visible,,,,,taxable,,1,98,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3103.jpg,,,,,,,,,0
111,simple,H-3104,FIGURA DE ENSARTE LA CALABAZA,1,0,visible,,,,,taxable,,1,99,3,0,0,,,,,1,,57.76,67,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3104.jpg,,,,,,,,,0
112,simple,H-3105,FIGURA DE ENSARTE EL GATO,1,0,visible,,,,,taxable,,1,100,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3105.jpg,,,,,,,,,0
113,simple,H-3106,FIGURA DE ENSARTE LA MUÑECA,1,0,visible,,,,,taxable,,1,101,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3106.jpg,,,,,,,,,0
114,simple,H-3107,FIGURA DE ENSARTE HADITA,1,0,visible,,,,,taxable,,1,102,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3107.jpg,,,,,,,,,0
115,simple,H-3108,FIGURA DE ENSARTE EL OSO,1,0,visible,,,,,taxable,,1,103,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3108.jpg,,,,,,,,,0
116,simple,H-3109,FIGURA DE ENSARTE LA TORTUGA,1,0,visible,,,,,taxable,,1,104,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3109.jpg,,,,,,,,,0
117,simple,H-3110,FIGURA DE ENSARTE EL SUBMARINO,1,0,visible,,,,,taxable,,1,105,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3110.jpg,,,,,,,,,0
118,simple,H-3111,FIGURA DE ENSARTE EL BARRENDERO,1,0,visible,,,,,taxable,,1,106,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3111.jpg,,,,,,,,,0
119,simple,H-3112,FIGURA DE ENSARTE EL BOMBERO,1,0,visible,,,,,taxable,,1,107,3,0,0,,,,,1,,61.21,71,Figuras de Ensarte,Figuras de Ensarte,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/H-3112.jpg,,,,,,,,,0
120,simple,M-0317,LOTERIA ABACO VALOR NUMERICO,1,0,visible,Juego de lotería,,,,taxable,,1,108,3,0,0,,,,,1,,429.31,498,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0317.jpg,,,,,,,,,0
121,simple,M-0318,LOTERIA ARCOIRIS ZOOBOLITAS,1,0,visible,Juego de lotería,,,,taxable,,1,109,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0318.jpg,,,,,,,,,0
122,simple,M-0319,LOTERIA ARCOIRIS SEÑALES VIALES,1,0,visible,Juego de lotería,,,,taxable,,1,110,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0319.jpg,,,,,,,,,0
123,simple,M-0320,LOTERIA MI MEXICO,1,0,visible,Juego de lotería,,,,taxable,,1,111,3,0,0,,,,,1,,262.93,305,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0320.jpg,,,,,,,,,0
124,simple,M-0321,LOTERIA ARCOIRIS TRADICIONAL,1,0,visible,Juego de lotería,,,,taxable,,1,112,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0321.jpg,,,,,,,,,0
125,simple,M-0322,LOTERIA ARCOIRIS DE ALIMENTOS,1,0,visible,Juego de lotería,,,,taxable,,1,113,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0322.jpg,,,,,,,,,0
126,simple,M-0323,LOTERIA ARCOIRIS DE PARTES DEL CUERPO,1,0,visible,Juego de lotería,,,,taxable,,1,114,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0323.jpg,,,,,,,,,0
127,simple,M-0324,LOTERIA ARCOIRIS CONOCIENDO EL HOSPITAL,1,0,visible,Juego de lotería,,,,taxable,,1,115,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0324.jpg,,,,,,,,,0
128,simple,M-0325,LOTERIA ARCOIRIS ANTONIMOS Y SINONIMOS,1,0,visible,Juego de lotería,,,,taxable,,1,116,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0325.jpg,,,,,,,,,0
129,simple,M-0326,LOTERIA ARCOIRIS BABY SHOWER,1,0,visible,Juego de lotería,,,,taxable,,1,117,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0326.jpg,,,,,,,,,0
130,simple,M-0046,LOTERIA DE ANIMALES,1,0,visible,Juego de lotería,,,,taxable,,1,118,3,0,0,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0046.jpg,,,,,,,,,0
131,simple,M-0045,LOTERIA DE CONJUGACION COMPUESTA,1,0,visible,Juego de lotería,,,,taxable,,1,119,3,,,,,,,1,,43.1,50,Loterías,Loterías,,https://ameb.tech/educatodo/wp-content/uploads/2020/04/M-0045.jpg,,,,,,,,,0
